-0.3371335504885995, 4.961947603002918e-12
-0.23615635179153083, 2.721338768375331e-12
-0.15146579804560267, 1.4924955450518383e-12
-0.07980456026058635, 1.000000000000004e-12
-0.07654723127035834, 7.656988080124251e-13
0.008143322475570036, 7.91681915926305e-13
0.16775244299674275, 1.0339338492394058e-12
0.3436482084690553, 1.3059965479060548e-12
0.49348534201954397, 1.5431416638680994e-12
0.675895765472313, 1.6496480740980274e-12
0.8289902280130292, 2.083725851142975e-12
0.9755700325732899, 3.215484176977729e-12
